"FKI","Bangoka International","Kisangani","Congo (Kinshasa)",,,
"FKJ","Fukui Airport","Fukui","Japan",,,
"FKL","Venango Regional","Franklin/Oil City","PA",,,
"FKS","Fukushima Airport","Fukushima","Japan",,,
"FL1","Zephyrhills Municipal","Zephyrhills","FL",,,
"FL2","Valkaria Airport","Valkaria","FL",,,
"FL3","Vosikas","Chipley","FL",,,
"FL4","Flagler Executive","Bunnell","FL",,,
"FL5","Williston Municipal","Williston","FL",,,
"FL6","Airglades","Clewiston","FL",,,
"FL7","Coral Creek","Placida","FL",,,
"FL8","Deland Municipal Sidney H Taylor Field","Deland","FL",,,
"FL9","Lake Wales Municipal","Lake Wales","FL",,,
"FLA","Gustavo Artunduaga Paredes","Florencia","Colombia",,,
"FLB","Floriano Airport","Floriano","Brazil",,,
"FLD","Fond Du Lac County","Fond Du Lac","WI",,,
"FLF","Flensburg Schaeferhaus","Flensburg","Germany",,,
"FLG","Flagstaff Pulliam","Flagstaff","AZ",,,
"FLJ","Falls Bay Airport","Falls Bay","AK",,,
"FLL","Fort Lauderdale-Hollywood International","Fort Lauderdale","FL",,,
"FLN","Hercilio Luz International","Florianopolis","Brazil",,,
"FLO","Florence Regional","Florence","SC",,,
"FLR","Firenze","Florence","Italy",,,
"FLS","Flinders Island Airport","Flinders Island","Australia",,,
"FLT","Flat Airport","Flat","AK",,,
"FLU","Flushing","New York","NY",,,
"FLV","Sherman AAF","Leavenworth","KS",,,
"FLW","Flores","Santa Cruz das Flores","Portugal",,,
"FLX","Fallon Municipal","Fallon","NV",,,
"FMA","Formosa Airport","Formosa","Argentina",,,
"FMC","Five Mile Camp Airport","Five Mile Camp","AK",,,
"FME","Tipton","Fort Meade","MD",,,
"FMH","Cape Cod CGAS","Falmouth","MA",,,
"FMI","Kalemie Airport","Kalemie","Congo (Kinshasa)",,,
"FMM","Memmingen Airport","Memmingen","Germany",,,
"FMN","Four Corners Regional","Farmington","NM",,,
"FMO","Muenster Osnabrueck","Greven","Germany",,,
"FMS","Fort Madison Municipal","Fort Madison","IA",,,
"FMY","Page Field","Fort Myers","FL",,,
"FNA","Freetown Lungi","Freetown","Sierra Leone",,,
"FNC","Madeira","Funchal","Portugal",,,
"FNI","Nimes Garons","Nimes","France",,,
"FNJ","Pyongyang International","Pyongyang","North Korea",,,
"FNL","Northern Colorado Regional","Fort Collins/Loveland","CO",,,
"FNR","Funter Bay","Funter Bay Alaska","AK",,,
"FNT","Bishop International","Flint","MI",,,
"FOA","Marshall Field","Fortuna Ledge","AK",,,
"FOB","Fort Bragg Airport","Fort Bragg","CA",,,
"FOC","Changle","Fuzhou","China",,,
"FOD","Fort Dodge Regional","Fort Dodge","IA",,,
"FOE","Topeka Regional","Topeka","KS",,,
"FOG","Foggia Airport","Foggia","Italy",,,
"FOK","Francis S. Gabreski","Westhampton","NY",,,
"FON","Arenal","San Carlos","Costa Rica",,,
"FOR","Pinto Martins International","Fortaleza","Brazil",,,
"FPO","Grand Bahama International","Freeport","The Bahamas",,,
"FPR","Treasure Coast International","Fort Pierce","FL",,,
"FPY","Perry-Foley","Perry","FL",,,
"FQA","Patching Lake Airport","Patching Lake","AK",,,
"FQB","San Nicolas Island NOLF","Ventura","CA",,,
"FQC","Lilly Lake","Kodiak","AK",,,
"FQD","Trident Volcano","Katmai National Park","AK",,,
"FQE","Annex Creek Airport","Annex Creek","AK",,,
"FQF","Davidson Creek Airport","Davidson Creek","AK",,,
"FQG","Snettisham Airport","Snettisham","AK",,,
"FQH","Fire Island Airport","Fire Island","AK",,,
"FQI","Georgetown Scott County Regional","Scott","KY",,,
"FQJ","Greens Creek Airport","Greens Creek","AK",,,
"FQK","Gull Cove Airport","Gull Cove","AK",,,
"FQL","Flora Municipal","Flora","IL",,,
"FQN","Karta Lake Airport","Karta Lake","AK",,,
"FQO","Manzanita Lake Airport","Manzanita Lake","AK",,,
"FQP","Shrimp Bay Airport","Shrimp Bay","AK",,,
"FQQ","Dry Bay Airport","Dry Bay","AK",,,
"FQR","Josephine Lake Airport","Josephine Lake","AK",,,
"FQU","Libby Airport","Libby","MT",,,
"FQV","Volcano Bay Airport","Volcano Bay","AK",,,
"FQW","Fort Glenn Airport","Fort Glenn","AK",,,
"FQX","Babe Islands Airport","Babe Islands","AK",,,
"FQY","Kahli Cove Airport","Kahli Cove","AK",,,
"FRA","Frankfurt Main","Frankfurt","Germany",,,
"FRC","Tenente Lund Pressoto","Franca","Brazil",,,
"FRD","Friday Harbor Airport","Friday Harbor","WA",,,
"FRF","Rhein Main AFB","Frankfurt","Germany",,,
"FRG","Republic","East Farmingdale","NY",,,
"FRL","Forli Airport","Forli","Italy",,,
"FRM","Fairmont Municipal","Fairmont","MN",,,
"FRO","Floro Airport","Floro","Norway",,,
"FRP","Fresh Water Bay Airport","Fresh Water Bay","AK",,,
"FRR","Front Royal-Warren County","Front Royal","VA",,,
"FRS","Flores Airport","Flores","Guatemala",,,
"FRU","Manas","Bishkek","Kyrgyzstan",,,
"FRW","Francistown Airport","Francistown","Botswana",,,
"FRY","Eastern Slopes Regional","Fryeburg","ME",,,
"FSC","Figari Sud Corse","Figari","France",,,
"FSD","Joe Foss Field","Sioux Falls","SD",,,
"FSI","Henry Post AAF","Fort Sill","OK",,,
"FSK","Fort Scott Municipal","Fort Scott","KS",,,
"FSM","Fort Smith Regional","Fort Smith","AR",,,
"FSP","Saint Pierre","St. Pierre","Saint Pierre and Miquelon",,,
"FSS","RAF Kinloss","Forres","United Kingdom",,,
"FST","Fort Stockton Pecos County","Ft. Stockton","TX",,,
"FSZ","Shizuoka Airport","Shizuoka","Japan",,,
"FTC","Fort Collins Airpark","Fort Collins","CO",,,
"FTE","El Calafate Airport","El Calafate","Argentina",,,
"FTG","Front Range","Denver","CO",,,
"FTK","Godman AAF","Fort Knox","KY",,,
"FTL","Fortuna Ledge Airport","Fortuna Ledge","AK",,,
"FTU","Marillac","Fort Dauphin","Madagascar",,,
"FTV","Masvingo Airport","Masvingo","Zimbabwe",,,
"FTW","Fort Worth Meacham International","Dallas/Fort Worth","TX",,,
"FTY","Fulton County Airport-Brown Field","Atlanta","GA",,,
"FUE","Fuerteventura Airport","Fuerteventura","Spain",,,
"FUJ","Fukue Airport","Fukue","Japan",,,
"FUK","Fukuoka Airport","Fukuoka","Japan",,,
"FUL","Fullerton Municipal","Fullerton","CA",,,
"FUN","Funafuti International","Funafuti","Tuvalu",,,
"FUT","Futuna Pointe Vele","Futuna Island","Wallis and Futuna",,,
"FVA","Osprey Lodge Airport","Osprey Lodge","AK",,,
"FVB","Baledogle Airport","Baledogle","Somalia",,,
"FVC","Baikonour Airport","Baikonour","Kazakhstan",,,
"FVD","Sonora Municipal","Sonora","TX",,,
"FVE","Fallbrook Community Airpark","Fallbrook","CA",,,
"FVF","Hagadera","Dadaab","Kenya",,,
"FVG","Wickenburg Municipal","Wickenburg","AZ",,,
"FVH","Othello Municipal","Othello","WA",,,
"FVI","Byerley","Lake Providence","LA",,,
"FVJ","Amberley Airport","Amberley","Australia",,,
"FVL","Colusa Airport","Colusa","CA",,,
"FVN","Big Sky Field","Culbertson","MT",,,
"FVO","Aurora State","Aurora","OR",,,
"FVP","Gansner Field","Quincy","CA",,,
"FVQ","Donlin Creek Mine Airport","Donlin Creek Mine","AK",,,
"FVR","Three Forks Airport","Three Forks","MT",,,
"FVS","Rexburg-Madison County","Rexburg","ID",,,
"FVT","Latacunga Airport","Latacunga","Ecuador",,,
"FVU","Las Palmas Airport","Las Palmas","Peru",,,
"FVV","Kern Valley","Kernville","CA",,,
"FVW","Golden Creek Mine Airport","Golden Creek Mine","AK",,,
"FVX","Grace Harbor Airport","Grace Harbor","AK",,,
"FVY","Unuk River Airport","Unuk River","AK",,,
"FVZ","Inigok","Deadhorse","AK",,,
"FWA","Fort Wayne International","Fort Wayne","IN",,,
"FWH","Fort Worth NAS JRB/Carswell Field","Fort Worth","TX",,,
"FWL","Farewell Airport","Farewell","AK",,,
"FWS","Fort Worth Spinks","Fort Worth","TX",,,
"FXE","Fort Lauderdale Executive","Fort Lauderdale","FL",,,
"FXM","Flaxman AFS","Flaxman Island","AK",,,
"FXO","Nova Freixo Airport","Nova Freixo","Mozambique",,,
"FXR","Frankfort Municipal","Clinton","IN",,,
"FXY","Forest City Municipal","Forest City","IA",,,
"FYT","Faya-Largeau Airport","Faya-Largeau","Chad",,,
"FYU","Fort Yukon Airport","Fort Yukon","AK",,,
"FYV","Drake Field","Fayetteville","AR",,,
"FZO","Bristol Filton","Filton","United Kingdom",,,
"GA0","Heart of Georgia Regional","Eastman","GA",,,
"GA1","Barwick Lafayette","Lafayette","GA",,,
"GA2","West Georgia Regional - O V Gray Field","Carrollton","GA",,,
"GA3","Newnan Coweta County","Atlanta","GA",,,
"GA4","Jackson County","Jefferson","GA",,,
"GA5","Thomson McDuffie County","Thomson","GA",,,
"GA6","Cherokee County","Canton","GA",,,
"GA7","Greene County Regional","Greensboro","GA",,,
"GA8","Monroe Walton County","Monroe","GA",,,
"GA9","Cartersville Airport","Cartersville","GA",,,
"GAC","Gracias Airport","Gracias","Honduras",,,
"GAD","Northeast Alabama Regional","Gadsden","AL",,,
"GAE","Matmata Northeast","Gabes","Tunisia",,,
"GAI","Montgomery County Airpark","Gaithersburg","MD",,,
"GAJ","Yamagata Airport","Yamagata","Japan",,,
"GAL","Edward G. Pitka Sr.","Galena","AK",,,
"GAM","Gambell Airport","Gambell","AK",,,
"GAN","Gan Island Airport","Gan Island","Maldives",,,
"GAO","Los Canos","Guantanamo","Cuba",,,
"GAQ","Gao Airport","Gao","Mali",,,
"GAR","Garaina Airport","Garaina","Papua New Guinea",,,
"GAT","Gap Tallard","Gap","France",,,
"GAU","Guwahati International","Guwahati","India",,,
"GAW","Gangaw Airport","Gangaw","Burma",,,
"GAY","Gaya Airport","Gaya","India",,,
"GB1","Wattisham","Suffolk","United Kingdom",,,
"GBA","Goose Bay AAF","Goose Bay","AK",,,
"GBD","Great Bend Municipal","Great Bend","KS",,,
"GBE","Sir Seretse Khama International","Gaborone","Botswana",,,
"GBG","Galesburg Municipal","Galesburg","IL",,,
"GBH","Galbraith Lake Airport","Galbraith Lake","AK",,,
"GBJ","Marie Galante Airport","Marie Galante","Guadeloupe",,,
"GBK","Gbangbatok Airport","Gbangbatok","Sierra Leone",,,
"GBR","Walter J. Koladza","Great Barrington","MA",,,
"GBU","Khashm El Girba Airport","Khashm El Girba","Sudan",,,
"GCA","Guacamayas Airport","Guacamayas","Colombia",,,
"GCC","Gillette Campbell County","Gillette","WY",,,
"GCI","Guernsey Airport","Guernsey","United Kingdom",,,
"GCK","Garden City Regional","Garden City","KS",,,
"GCM","Owen Roberts International","Grand Cayman","Cayman Islands",,,
"GCN","Grand Canyon National Park","Grand Canyon","AZ",,,
"GCY","Municipal","Greeneville","TN",,,
"GDC","Donaldson Field","Greenville","SC",,,
"GDE","Gode Airport","Gode","Ethiopia",,,
"GDH","Golden Horn Lodge Seaplane Base","Golden Horn Lodge","AK",,,
"GDL","Miguel Hidalgo Y Costilla International","Guadalajara","Mexico",,,
"GDM","Gardner Municipal","Gardner","MA",,,
"GDN","Gdansk Lech Walesa","Gdansk","Poland",,,
"GDQ","Gonder Atse Tewodros","Gondar","Ethiopia",,,
"GDT","JAGS McCartney International","Grand Turk","Turks and Caicos Islands",,,
"GDV","Dawson Community","Glendive","MT",,,
"GDW","Gladwin Zettel Memorial","Gladwin","MI",,,
"GDX","Magadan Airport","Magadan","Russia",,,
"GEA","Noumea Magenta","Noumea","New Caledonia",,,
"GED","Delaware Coastal","Georgetown","DE",,,
"GEG","Spokane International","Spokane","WA",,,
"GEK","Ganes Creek Airport","Ganes Creek","AK",,,
"GEL","Sepe Tiaraju","Santo Angelo","Brazil",,,
"GEN","Gardermoen","Oslo","Norway",,,
"GEO","Cheddi Jagan International","Georgetown","Guyana",,,
"GER","Rafael Cabrera","Nueva Gerona","Cuba",,,
"GES","General Santos Airport","General Santos","Philippines",,,
"GET","Geraldton Airport","Geraldton","Australia",,,
"GEV","Gallivare Airport","Gallivare","Sweden",,,
"GEY","South Big Horn County","Greybull","WY",,,
"GEZ","Shelbyville Municipal","Shelbyville","IN",,,
"GFA","Malmstrom AFB Heliport","Great Falls","MT",,,
"GFB","Togiak Fish Airport","Togiak Fish","AK",,,
"GFF","Griffith Airport","Griffith","Australia",,,
"GFK","Grand Forks International","Grand Forks","ND",,,
"GFL","Floyd Bennett Memorial","Glens Falls","NY",,,
"GFN","Grafton Airport","Grafton","Australia",,,
"GFO","Bartica Airport","Bartica","Guyana",,,
"GFR","Granville Mont Saint Michel","Granville","France",,,
"GFY","Grootfontein Airport","Grootfontein","Namibia",,,
"GGE","Georgetown County","Georgetown","SC",,,
"GGG","East Texas Regional","Longview","TX",,,
"GGN","Gagnoa Airport","Gagnoa","Cote",,,
"GGT","Exuma International","Moss Town","The Bahamas",,,
"GGW","Wokal Field/Glasgow International","Glasgow","MT",,,
"GHA","Noumerat Moufdi Zakaria","Ghardaia","Algeria",,,
"GHB","Governors Harbour Airport","Governors Harbour","The Bahamas",,,
"GHC","Great Harbour Cay Airport","Great Harbour Cay","The Bahamas",,,
"GHT","Ghat Airport","Ghat","Libya",,,
"GHU","Gualeguaychu Airport","Gualeguaychu","Argentina",,,
"GIB","Gibraltar Airport","Gibraltar","Gibraltar",,,
"GIG","Galeao Antonio Carlos Jobim International","Rio de Janeiro","Brazil",,,
"GIL","Gilgit Airport","Gilgit","Pakistan",,,
"GIS","Gisborne Airport","Gisborne","New Zealand",,,
"GIZ","Gizan Saudia Arabia","Gizan","Saudi Arabia",,,
"GJA","Guanaja","Guanaja Island","Honduras",,,
"GJM","Guajara Mirim","Guajara-Mirim","Brazil",,,
"GJT","Grand Junction Regional","Grand Junction","CO",,,
"GKA","Goroka Airport","Goroka","Papua New Guinea",,,
"GKL","Bonnie Doon","Great Keppel Island","Australia",,,
"GKN","Gulkana Airport","Gulkana","AK",,,
"GL1","Station Nord Airport","Station Nord","Greenland",,,
"GL2","Hyde Fjord Ice Strip","Hyde Fjord","Greenland",,,
"GLA","Glasgow Airport","Glasgow","United Kingdom",,,
"GLD","Renner Field","Goodland","KS",,,
"GLF","Golfito Airport","Golfito","Costa Rica",,,
"GLH","Greenville Mid Delta","Greenville","MS",,,
"GLI","Glen Innes Airport","Glen Innes","Australia",,,
"GLK","Gaalkacyo","Galcaio","Somalia",,,
"GLM","Glenormiston Airport","Glenormiston","Australia",,,
"GLN","Goulimime Airport","Goulimime","Morocco",,,
"GLO","Gloucestershire","Gloucester/Cheltenham","United Kingdom",,,
"GLQ","Glennallen Airport","Glennallen","AK",,,
"GLR","Gaylord Regional","Gaylord","MI",,,
"GLS","Scholes International at Galveston","Galveston","TX",,,
"GLT","Gladstone Airport","Gladstone","Australia",,,
"GLV","Golovin Airport","Golovin","AK",,,
"GLW","Glasgow Municipal","Glasgow","KY",,,
"GMA","Gemena Airport","Gemena","Congo (Kinshasa)",,,
"GMB","Gambella Airport","Gambella","Ethiopia",,,
"GMC","Guerima Airport","Guerima","Colombia",,,
"GML","Antonov 2 International","Kiev","Ukraine",,,
"GMP","Gimpo International","Seoul","South Korea",,,
"GMT","Granite Mountain AS","Granite Mountain","AK",,,
"GMU","Greenville Downtown","Greenville","SC",,,
"GNA","Hrodna Airport","Hrodna","Belarus",,,
"GNB","Grenoble Isere","Grenoble","France",,,
"GND","Maurice Bishop International","Grenada","Grenada",,,
"GNR","General Roca Airport","General Roca","Argentina",,,
"GNT","Grants Milan Municipal","Grants","NM",,,
"GNU","Goodnews","Goodnews Bay","AK",,,
"GNV","Gainesville Regional","Gainesville","FL",,,
"GOA","Genova/Sestri","Genoa","Italy",,,
"GOB","Goba Airport","Goba","Ethiopia",,,
"GOH","Nuuk Airport","Nuuk","Greenland",,,
"GOI","Goa Airport","Goa","India",,,
"GOJ","Strigino","Nizhniy Novgorod","Russia",,,
"GOL","Gold Beach Municipal","Gold Beach","OR",,,
"GOM","Goma Airport","Goma","Congo (Kinshasa)",,,
"GON","Groton-New London","New London/Groton","CT",,,
"GOO","Goondiwindi Airport","Goondiwindi","Australia",,,
"GOP","Gorakhpur Airport","Gorakhpur","India",,,
"GOR","Gore Airport","Gore","Ethiopia",,,
"GOS","Gosford Airport","Gosford","Australia",,,
"GOT","Landvetter","Gothenburg","Sweden",,,
"GOU","Garoua Airport","Garoua","Cameroon",,,
"GOV","Gove Airport","Gove","Australia",,,
"GOZ","Gorna Oryahovitsa Airport","Gorna Oryahovitsa","Bulgaria",,,
"GPI","Guapi Airport","Guapi","Colombia",,,
"GPM","Grand Prairie Municipal","Grand Prairie","TX",,,
"GPS","Baltra","Galapagos Islands","Ecuador",,,
"GPT","Gulfport-Biloxi International","Gulfport/Biloxi","MS",,,
"GPZ","Grand Rapids/Itasca County-Gordon Newstrom Field","Grand Rapids","MN",,,
"GQQ","Horning","Galion","OH",,,
"GRA","Germania","Gamarra","Colombia",,,
"GRB","Green Bay Austin Straubel International","Green Bay","WI",,,
"GRD","Greenwood County","Greenwood","SC",,,
"GRF","Gray AAF","Tacoma","WA",,,
"GRI","Central Nebraska Regional","Grand Island","NE",,,
"GRJ","George Airport","George","South Africa",,,
"GRK","Robert Gray AAF","Killeen","TX",,,
"GRO","Gerona Costa Brava","Gerona","Spain",,,
"GRP","Gurupi Airport","Gurupi","Brazil",,,
"GRQ","Eelde","Groningen","Netherlands",,,
"GRR","Gerald R. Ford International","Grand Rapids","MI",,,
"GRS","Grosseto Airport","Grosseto","Italy",,,
"GRU","Guarulhos Gov Andre Franco Montoro","Sao Paulo","Brazil",,,
"GRW","Graciosa Island Airport","Graciosa Island","Portugal",,,
"GRX","Granada Airport","Granada","Spain",,,
"GRZ","Graz Airport","Graz","Austria",,,
"GSB","Seymour Johnson AFB","Goldsboro","NC",,,
"GSE","Gothenburg City","Gothenburg","Sweden",,,
"GSH","Goshen Municipal","Goshen","IN",,,
"GSO","Piedmont Triad International","Greensboro/High Point","NC",,,
"GSP","Greenville-Spartanburg International","Greer","SC",,,
"GST","Gustavus Airport","Gustavus","AK",,,
"GSW","Greater Southwest International","Dallas/Fort Worth","TX",,,
"GT1","San Jose Airport","San Jose","Guatemala",,,
"GTB","Genting Airport","Genting","Malaysia",,,
"GTE","Groote Eylandt","Groote Island","Australia",,,
"GTF","Great Falls International","Great Falls","MT",,,
"GTK","Sungei Tekai Airport","Sungei Tekai","Malaysia",,,
"GTN","Glentanner","Mount Cook","New Zealand",,,
"GTO","Djalaluddin","Gorontalo","Indonesia",,,
"GTR","Golden Triangle Regional","Columbus","MS",,,
"GTU","Georgetown Municipal","Georgetown","TX",,,
"GTW","Holesov","Zlin","Czech Republic",,,
"GTY","Gettysburg Regional","Gettysburg","PA",,,
"GUA","La Aurora International","Guatemala City","Guatemala",,,
"GUB","Guerrero Negro Airport","Guerrero Negro","Mexico",,,
"GUC","Gunnison-Crested Butte Regional","Gunnison","CO",,,
"GUD","Goundam Airport","Goundam","Mali",,,
"GUF","Jack Edwards National","Gulf Shores","AL",,,
"GUH","Gunnedah Airport","Gunnedah","Australia",,,
"GUI","Almirante Cristobal Colon","Guiria","Venezuela",,,
"GUM","Guam International","Guam","TT",,,
"GUO","Jicalapa","Gualaco","Honduras",,,
"GUP","Gallup Municipal","Gallup","NM",,,
"GUQ","Guanare Airport","Guanare","Venezuela",,,
"GUR","Gurney","Alotau","Papua New Guinea",,,
"GUS","Grissom ARB","Peru","IN",,,
"GUT","Gutersloh Airport","Gutersloh","Germany",,,
"GUW","Atyrau Airport","Atyrau","Kazakhstan",,,
"GUY","Guymon Municipal","Guymon","OK",,,
"GUZ","Guiratinga Airport","Guiratinga","Brazil",,,
"GVA","Geneva Airport","Geneva","Switzerland",,,
"GVE","Gordonsville Municipal","Gordonville","VA",,,
"GVL","Lee Gilmer Memorial","Gainesville","GA",,,
"GVQ","Genesee County","Batavia","NY",,,
"GVR","Governador Valadares Airport","Governador Valadares","Brazil",,,
"GVT","Majors","Greenville","TX",,,
"GVW","Richards/Gebaur AFB","Grandview","MO",,,
"GVX","Gavle Airport","Gavle","Sweden",,,
"GWD","Gwadar International","Gwadar","Pakistan",,,
"GWE","Gweru Thornhill","Gweru","Zimbabwe",,,
"GWI","Gwinner Municipal","Gwinner","ND",,,
"GWL","Gwalior Airport","Gwalior","India",,,
"GWO","Greenwood/Leflore","Greenwood","MS",,,
"GWR","Gwinner-Roger Melroe Field","Gwinner","ND",,,
"GWS","Glenwood Springs Municipal","Glenwood Springs","CO",,,
"GWT","Sylt","Westerland-Sylt","Germany",,,
"GWY","Carnmore","Galway","Ireland",,,
"GXF","Sayun International","Sayun","Yemen",,,
"GXH","Mildenhall NAF","Mildenhall","United Kingdom",,,
"GXQ","Teniente Vidal","Coyhaique","Chile",,,
"GXX","Yagoua Ville","Yagoua","Cameroon",,,
"GYA","Guayaramerin Airport","Guayaramerin","Bolivia",,,
"GYD","Heydar Aliyev International","Baku","Azerbaijan",,,
"GYE","Jose Joaquin de Olmedo International","Guayaquil","Ecuador",,,
"GYM","General Jose Maria Yanez International","Guaymas","Mexico",,,
"GYN","Santa Genoveva","Goiania","Brazil",,,
"GYR","Phoenix Goodyear","Goodyear","AZ",,,
"GYY","Gary/Chicago International","Gary","IN",,,
"GZO","Gizo Airport","Gizo","Solomon Islands",,,
"GZT","Gaziantep Airport","Gaziantep","Turkey",,,
"HAB","Marion County","Hamilton","AL",,,
"HAC","Hachijo Jima Island Airport","Hachijo Jima Island","Japan",,,
"HAD","Halmstad Airport","Halmstad","Sweden",,,
"HAE","Havasupai Airport","Havasupai","AZ",,,
"HAF","Half Moon Bay Airport","Half Moon Bay","CA",,,
"HAH","Prince Said Ibrahim","Moroni","Comoros",,,
"HAJ","Hannover Airport","Hannover","Germany",,,
"HAK","Meilan","Haikou","China",,,
"HAM","Hamburg Airport","Hamburg","Germany",,,
"HAN","Noibai International","Hanoi","Vietnam",,,
"HAO","Butler County Regional Hogan Field","Hamilton","OH",,,
"HAP","Long Island Airport","Long Island","Australia",,,
"HAR","Capital City","Harrisburg","PA",,,
"HAS","Hail Airport","Hail","Saudi Arabia",,,
"HAU","Karmoy","Haugesund","Norway",,,
"HAV","Jose Marti International","Havana","Cuba",,,
"HAY","Haycock Airport","Haycock","AK",,,
"HBA","Hobart Airport","Hobart","Australia",,,
"HBC","Hanus Bay Airport","Hanus Bay","AK",,,
"HBE","Borg El Arab","Alexandria","Egypt",,,
"HBG","Hattiesburg Bobby L. Chain Municipal","Hattiesburg","MS",,,
"HBH","Hobart Bay Airport","Hobart Bay","AK",,,
"HBI","Harbour Island Airport","Harbour Island","The Bahamas",,,
"HBL","Babelegi Heliport","Babelegi","South Africa",,,
"HBT","Al Batin","Hafr Al Batin","Saudi Arabia",,,
"HBV","Jim Hogg County","Hebbronville","TX",,,
"HBY","Hood Bay Airport","Hood Bay","AK",,,
"HCA","Howard County","Big Spring","TX",,,
"HCB","Shoal Cove Airport","Shoal Cove","AK",,,
"HCR","Holy Cross Airport","Holy Cross","AK",,,
"HCW","Cheraw Municipal/Lynch Bellinger Field","Cheraw","SC",,,
"HDA","Hidden Falls Airport","Hidden Falls","AK",,,
"HDB","Heidelberg AHP","Heidelberg","Germany",,,
"HDD","Hyderabad Airport","Hyderabad","Pakistan",,,
"HDF","Heringsdorf Airport","Heringsdorf","Germany",,,
"HDH","Dillingham","Mokuleia","HI",,,
"HDM","Hamadan Airport","Hamadan","Iran",,,
"HDN","Yampa Valley","Hayden","CO",,,
"HDS","Hoedspruit Airport","Hoedspruit","South Africa",,,
"HDY","Hat Yai International","Hat Yai","Thailand",,,
"HEA","Herat Airport","Herat","Afghanistan",,,
"HED","Herendeen Bay","Herendeen","AK",,,
"HEH","Heho Airport","Heho","Burma",,,
"HEI","Heide Buesum","Heide/Busum","Germany",,,
"HEL","Helsinki Vantaa","Helsinki","Finland",,,
"HER","Nikos Kazantzakis","Heraklion","Greece",,,
"HES","Hermiston Municipal","Hermiston","OR",,,
"HET","Baita","Hohhot","China",,,
"HEX","Herrera International","Santo Domingo","Dominican Republic",,,
"HEZ","Hardy-Anders Field Natchez-Adams County","Natchez","MS",,,
"HFA","Haifa Airport","Haifa","Israel",,,
"HFD","Hartford Brainard","Hartford","CT",,,
"HFE","Xinqiao","Hefei","China",,,
"HFF","Mackall AAF","Hoffman","NC",,,
"HFN","Hornafjordur","Hofn","Iceland",,,
"HFT","Hammerfest Airport","Hammerfest","Norway",,,
"HGA","Egal International","Hargeisa","Somalia",,,
"HGD","Hughenden Airport","Hughenden","Australia",,,
"HGH","Xiaoshan","Hangzhou","China",,,
"HGL","Helgoland Duene","Dune","Germany",,,
"HGN","Mae Hong Son Airport","Mae Hong Son","Thailand",,,
"HGO","Korhogo Airport","Korhogo","Cote",,,
"HGR","Hagerstown Regional-Richard A. Henson Field","Hagerstown","MD",,,
"HGS","Hastings","Freetown","Sierra Leone",,,
"HGU","Mount Hagen Airport","Mount Hagen","Papua New Guinea",,,
"HGZ","Hogatza Airport","Hogatza","AK",,,
"HHE","Hachinohe Airport","Hachinohe","Japan",,,
"HHH","Hilton Head Airport","Hilton Head","SC",,,
"HHN","Frankfurt Hahn","Hahn","Germany",,,
"HHP","Kai Tak Heliport","Hong Kong","Hong Kong",,,
"HHQ","Hua Hin Airport","Hua Hin","Thailand",,,
"HHR","Jack Northrop Field/Hawthorne Municipal","Hawthorne","CA",,,
"HIA","Hiawatha Municipal","Hiawatha","KS",,,
"HIB","Range Regional","Hibbing","MN",,,
"HIE","Mount Washington Regional","Whitefield","NH",,,
"HIF","Hill AFB","Ogden","UT",,,
"HII","Lake Havasu City Airport","Lake Havasu City","AZ",,,
"HIJ","Hiroshima Airport","Hiroshima","Japan",,,
"HIK","Daniel K Inouye International","Honolulu","HI",,,
"HIN","Sacheon AB","Jinju","South Korea",,,
"HIO","Portland Hillsboro","Hillsboro","OR",,,
"HIR","Honiara International","Honiara","Solomon Islands",,,
"HIS","Hayman Island Airport","Hayman Island","Australia",,,
"HJR","Khajuraho Airport","Khajuraho","India",,,
"HKA","Blytheville Municipal","Blytheville","AR",,,
"HKB","Healy River","Healy","AK",,,
"HKD","Hakodate Airport","Hakodate","Japan",,,
"HKG","Hong Kong International","Hong Kong","Hong Kong",,,
"HKK","Hokitika Airport","Hokitika","New Zealand",,,
"HKN","Hoskins Airport","Hoskins","Papua New Guinea",,,
"HKP","Kaanapali Airport","Kaanapali","HI",,,
"HKS","Hawkins Field","Jackson","MS",,,
"HKT","Phuket International","Phuket","Thailand",,,
"HKY","Hickory Regional","Hickory","NC",,,
"HLA","Lanseria International","Lanseria","South Africa",,,
"HLD","Hailar Airport","Hailar","China",,,
"HLF","Hultsfred Airport","Hultsfred","Sweden",,,
"HLG","Wheeling Ohio County","Wheeling","WV",,,
"HLI","Hollister Municipal","Hollister","CA",,,
"HLM","Park Township","Holland","MI",,,
"HLN","Helena Regional","Helena","MT",,,
"HLO","Holbrook Municipal","Holbrook","AZ",,,
"HLP","Halim Perdanakusuma International","Jakarta","Indonesia",,,
"HLT","Hamilton Airport","Hamilton","Australia",,,
"HLZ","Hamilton Airport","Hamilton","New Zealand",,,
"HMA","Khanty-Mansiysk Airport","Khanty-Mansiysk","Russia",,,
"HME","Krim Belkacem","Hassi Messaoud","Algeria",,,
"HMN","Holloman AFB","Alamogordo","NM",,,
"HMO","General Ignacio P. Garcia International","Hermosillo","Mexico",,,
"HMS","Homeshore Airport","Homeshore","AK",,,
"HMT","Hemet-Ryan","Hemet","CA",,,
"HMY","Seosan AB","Seosan","South Korea",,,
"HNA","Hanamaki Airport","Hanamaki","Japan",,,
"HNB","Huntingburg Airport","Huntingburg","IN",,,
